Id,Name,Type,Level,Race,Attribute,ATK,DEF
5022,Steelswarm Longhorn,Effect Monster,9,Fiend,DARK,3000,0
5023,Ghost Reaper & Winter Cherries,Tuner Monster,3,Zombie,DARK,0,1800
5024,Superheavy Samurai Gigagloves,Effect Monster,3,Machine,EARTH,100,1000
5025,Fishborg Archer,Tuner Monster,3,Fish,WATER,300,300
5026,Shiranui Smith,Effect Monster,4,Zombie,FIRE,1000,0
5027,Sage of Stillness,Effect Monster,4,Spellcaster,LIGHT,1400,1000
5028,Dimension Wanderer,Effect Monster,1,Spellcaster,LIGHT,0,0
5029,Elemental HERO Knospe,Effect Monster,3,Plant,EARTH,600,1000
5030,Divine Dragon Ragnarok,Normal Monster,4,Dragon,LIGHT,1500,1000
5031,Synchron Carrier,Effect Monster,2,Machine,EARTH,0,1000
5032,Synchron Token,Token,,Machine,,,
5033,Frequency Magician,Tuner Monster,2,Spellcaster,LIGHT,800,400
5034,The Wicked Dreadroot,Effect Monster,10,Fiend,DARK,4000,4000
5035,Vampire Kingdom,Spell Card,,Field,,,
5036,Lunar Queen Elzaim,Normal Monster,3,Fairy,LIGHT,750,1100
5037,Hot Red Dragon Archfiend King Calamity,Synchro Monster,12,Dragon,DARK,4000,3500
5038,Dragon Ravine,Spell Card,,Field,,,
5039,Justi-Break,Trap Card,,Normal,,,
5040,Magic Cylinder,Trap Card,,Normal,,,
5041,Dark Doriado,Pendulum Effect Monster,4,Spellcaster,DARK,1800,1400
5042,Alien Hunter,Effect Monster,4,Reptile,WATER,1600,800
5043,Adhesion Trap Hole,Trap Card,,Normal,,,
5044,Mighty Guard,Normal Monster,4,Machine,EARTH,500,1200
5045,Fortress Whale,Ritual Monster,7,Fish,WATER,2350,2150
5046,Kazejin,Effect Monster,7,Spellcaster,WIND,2400,2200
5047,Violet Witch,Effect Monster,4,Spellcaster,DARK,1100,1200
5048,Hyozanryu,Normal Monster,7,Dragon,LIGHT,2100,2800
5049,Rhaimundos of the Red Sword,Normal Monster,4,Warrior,EARTH,1200,1300
5050,Reshef the Dark Being,Ritual Effect Monster,8,Fiend,LIGHT,2500,1500
5051,Sylvan Flowerknight,Effect Monster,4,Plant,EARTH,1800,1000
5052,Different Dimension Deepsea Trench,Spell Card,,Continuous,,,
5053,Alien Grey,Flip Effect Monster,2,Reptile,LIGHT,300,800
5054,Pestilence,Spell Card,,Equip,,,
5055,Gravekeeper's Chief,Effect Monster,5,Spellcaster,DARK,1900,1200
5056,Achacha Chanbara,Effect Monster,3,Warrior,FIRE,1400,400
5057,Gogogo Golem,Effect Monster,4,Rock,EARTH,1800,1500
5058,Z-ONE,Spell Card,,Normal,,,
5059,Labradorite Dragon,Normal Tuner Monster,6,Dragon,DARK,0,2400
5060,Lekunga,Effect Monster,4,Plant,WATER,1700,500
5061,Lekunga Token,Token,,Plant,,,
5062,T.G. Recipro Dragonfly,Synchro Monster,2,Insect,WIND,300,300
5063,Masked HERO Dian,Fusion Monster,8,Warrior,EARTH,2800,3000
5064,Assault on GHQ,Trap Card,,Normal,,,
5065,X-Head Cannon,Normal Monster,4,Machine,LIGHT,1800,1500
5066,Toad Master,Normal Monster,3,Aqua,WATER,1000,1000
5067,Dizzying Winds of Yosen Village,Trap Card,,Continuous,,,
5068,Jurrac Tyrannus,Effect Monster,7,Dinosaur,FIRE,2500,1400
5069,The Phantom Knights of Break Sword,XYZ Monster,3,Warrior,DARK,2000,1000
5070,Steelswarm Genome,Effect Monster,2,Fiend,DARK,1000,0
5071,Armored Axon Kicker,Effect Monster,6,Psychic,EARTH,2200,1800
5072,Parrot Dragon,Normal Monster,5,Dragon,WIND,2000,1300
5073,Skull Conductor,Effect Monster,4,Zombie,DARK,2000,0
5074,Tour of Doom,Trap Card,,Continuous,,,
5075,Mystery Hand,Normal Monster,2,Fiend,DARK,500,500
5076,Shining Hope Road,Spell Card,,Normal,,,
5077,Good & Evil in the Burning Abyss,Spell Card,,Ritual,,,
5078,Light of Intervention,Trap Card,,Continuous,,,
5079,D - Shield,Trap Card,,Normal,,,
5080,Dragon Master Knight,Fusion Monster,12,Dragon,LIGHT,5000,5000
5081,Equip Shot,Trap Card,,Normal,,,
5082,Arcana Force 0 - The Fool,Effect Monster,1,Fairy,LIGHT,0,0
5083,Dicelops,Effect Monster,4,Machine,FIRE,1800,200
5084,Soprano the Melodious Songstress,Effect Monster,4,Fairy,LIGHT,1400,1400
5085,Natural Tune,Spell Card,,Normal,,,
5086,Silent Psychic Wizard,Effect Monster,4,Psychic,EARTH,1900,0
5087,Inari Fire,Effect Monster,4,Pyro,FIRE,1500,200
5088,"Libic, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1300,700
5089,Convulsion of Nature,Spell Card,,Continuous,,,
5090,Destruction of Destiny,Trap Card,,Normal,,,
5091,Unstable Evolution,Spell Card,,Equip,,,
5092,Soul-Absorbing Bone Tower,Effect Monster,3,Zombie,DARK,400,1500
5093,Volcanic Queen,Effect Monster,6,Pyro,FIRE,2500,1200
5094,Iron Core Immediate Disposal,Spell Card,,Normal,,,
5095,Dragon Manipulator,Flip Effect Monster,3,Warrior,EARTH,700,800
5096,Skyscraper,Spell Card,,Field,,,
5097,Bujin Regalia - The Jewel,Trap Card,,Normal,,,
5098,Elemental HERO Blazeman,Effect Monster,4,Warrior,FIRE,1200,1800
5099,Tempest Magician,Synchro Monster,6,Spellcaster,DARK,2200,1400
5100,Stop Defense,Spell Card,,Normal,,,
5101,Orca Mega-Fortress of Darkness,Effect Monster,5,Sea Serpent,WATER,2100,1200
5102,The Shadow Who Controls the Dark,Normal Monster,3,Fiend,DARK,800,700
5103,Batteryman AA,Effect Monster,3,Thunder,LIGHT,0,0
5104,Wall Shadow,Effect Monster,7,Warrior,DARK,1600,3000
5105,Fool of Prophecy,Effect Monster,3,Spellcaster,EARTH,1600,900
5106,Great Shogun Shien,Effect Monster,7,Warrior,FIRE,2500,2400
5107,Over Capacity,Trap Card,,Normal,,,
5108,Saber Shark,Effect Monster,4,Fish,WATER,1600,1200
5109,Genex Ally Reliever,Effect Monster,5,Machine,DARK,2200,1000
5110,Photon Satellite,Effect Monster,1,Machine,LIGHT,0,0
5111,Rai-Mei,Effect Monster,3,Thunder,LIGHT,1400,1200
5112,Cyber Shield,Spell Card,,Equip,,,
5113,Skill Prisoner,Trap Card,,Normal,,,
5114,Dinomist Rex,Pendulum Effect Monster,5,Machine,WATER,2400,2200
5115,Alien Overlord,Effect Monster,6,Reptile,DARK,2200,1600
5116,Sylvan Peaskeeper,Effect Monster,1,Plant,WIND,400,100
5117,Miracle Jurassic Egg,Effect Monster,4,Dinosaur,EARTH,0,2000
5118,Satellarknight Sirius,Effect Monster,4,Warrior,LIGHT,1600,900
5119,Dragon Shield,Spell Card,,Equip,,,
5120,Terra the Terrible,Normal Monster,4,Fiend,DARK,1200,1300
5121,Trojan Blast,Trap Card,,Normal,,,
5122,Phoenix Wing Wind Blast,Trap Card,,Normal,,,
5123,Destiny HERO - Celestial,Effect Monster,4,Warrior,DARK,1600,1400
5124,Goyo Chaser,Synchro Monster,5,Warrior,EARTH,1900,1000
5125,Thousand Knives,Spell Card,,Normal,,,
5126,Senet Switch,Spell Card,,Continuous,,,
5127,Giganticastle,Synchro Monster,9,Rock,EARTH,2900,2800
5128,Stone Armadiller,Normal Monster,3,Rock,EARTH,800,1200
5129,Physical Double,Trap Card,,Normal,,,
5130,Mirage Token,Token,,Warrior,,,
5131,Underground Arachnid,Synchro Monster,6,Insect,EARTH,2400,1200
5132,Meklord Astro Mekanikle,Effect Monster,12,Machine,LIGHT,4000,4000
5133,Cyber Summon Blaster,Trap Card,,Continuous,,,
5134,Star Changer,Spell Card,,Quick-Play,,,
5135,Dragunity Arma Leyvaten,Effect Monster,8,Dragon,WIND,2600,1200
5136,Mystical Capture Chain,Normal Monster,2,Fairy,LIGHT,700,700
5137,Mystical Wind Typhoon,Spell Card,,Quick-Play,,,
5138,Thousand-Eyes Restrict,Fusion Monster,1,Spellcaster,DARK,0,0
5139,Mech Mole Zombie,Normal Monster,2,Zombie,DARK,500,400
5140,Constellar Meteor,Trap Card,,Normal,,,
5141,Pharaoh's Treasure,Trap Card,,Normal,,,
5142,Gogogo Talisman,Spell Card,,Continuous,,,
5143,Unicorn Beacon,Spell Card,,Normal,,,
5144,X-Saber Souza,Synchro Monster,7,Warrior,EARTH,2500,1600
5145,Butterspy Protection,Trap Card,,Normal,,,
5146,Wave-Motion Inferno,Spell Card,,Continuous,,,
5147,Goblin Zombie,Effect Monster,4,Zombie,DARK,1100,1050
5148,Buster Blaster,Union Effect Monster,1,Machine,EARTH,0,0
5149,Attack and Receive,Trap Card,,Normal,,,
5150,Gravekeeper's Spear Soldier,Effect Monster,4,Spellcaster,DARK,1500,1000
5151,O - Oversoul,Spell Card,,Normal,,,
5152,Ryu Okami,Effect Monster,8,Wyrm,LIGHT,2900,1200
5153,Fog Control,Spell Card,,Quick-Play,,,
5154,Exarion Universe,Effect Monster,4,Beast-Warrior,DARK,1800,1900
5155,Smoke Grenade of the Thief,Spell Card,,Equip,,,
5156,Melodious Illusion,Trap Card,,Normal,,,
5157,Supersonic Skull Flame,Effect Monster,10,Zombie,WIND,2600,2000
5158,Rainbow Gravity,Trap Card,,Normal,,,
5159,The Phantom Knights of Ragged Gloves,Effect Monster,3,Warrior,DARK,1000,500
5160,Break! Draw!,Spell Card,,Equip,,,
5161,Marshalling Field,Trap Card,,Continuous,,,
5162,Archfiend Palabyrinth,Spell Card,,Field,,,
5163,"Jizukiru, the Star Destroying Kaiju",Effect Monster,10,Machine,LIGHT,3300,2600
5164,Gishki Noellia,Effect Monster,4,Spellcaster,WATER,1700,1000
5165,Submarine Frog,Effect Monster,2,Aqua,WATER,1200,600
5166,Junk Synchron,Tuner Monster,3,Warrior,DARK,1300,500
5167,Double Cipher,Trap Card,,Normal,,,
5168,Machine Duplication,Spell Card,,Normal,,,
5169,Pot of Acquisitiveness,Spell Card,,Quick-Play,,,
5170,Genex Ally Birdman,Tuner Monster,3,Machine,DARK,1400,400
5171,Variable Form,Trap Card,,Continuous,,,
5172,Obliterate!!!,Trap Card,,Continuous,,,
5173,Horn of the Unicorn,Spell Card,,Equip,,,
5174,Kozmo Dark Eclipser,Effect Monster,9,Machine,DARK,3000,2600
5175,Future Glow,Spell Card,,Continuous,,,
5176,Photon Circle,Effect Monster,4,Spellcaster,LIGHT,1000,1000
5177,Embryonic Beast,Normal Monster,2,Fiend,DARK,500,750
5178,Alien Kid,Effect Monster,4,Reptile,LIGHT,1600,700
5179,Purge Ray,Trap Card,,Normal,,,
5180,Destiny HERO - Decider,Effect Monster,4,Warrior,DARK,1600,1000
5181,Earthbound Revival,Spell Card,,Normal,,,
5182,Jormungardr the Nordic Serpent,Effect Monster,8,Dragon,DARK,3000,3000
5183,Performapal Gold Fang,Pendulum Effect Monster,4,Beast,LIGHT,1800,700
5184,Linear Accelerator Cannon,Spell Card,,Normal,,,
5185,Meliae of the Trees,XYZ Monster,3,Plant,EARTH,1700,900
5186,Dragon Ice,Effect Monster,5,Dragon,WATER,1800,2200
5187,Cyber Ogre,Effect Monster,5,Machine,EARTH,1900,1200
5188,Meteor Dragon,Normal Monster,6,Dragon,EARTH,1800,2000
5189,Meteorain,Trap Card,,Normal,,,
5190,Kozmo Tincan,Effect Monster,1,Psychic,LIGHT,0,0
5191,Guard Go!,Trap Card,,Normal,,,
5192,Skull-Mark Ladybug,Effect Monster,4,Insect,EARTH,500,1500
5193,Hieratic Sun Dragon Overlord of Heliopolis,XYZ Monster,8,Dragon,LIGHT,3000,2400
5194,Red-Eyes Black Metal Dragon,Effect Monster,8,Machine,DARK,2800,2400
5195,Red-Eyes Black Metal Dragon,Effect Monster,8,Machine,DARK,2800,2400
5196,Amphibious Bugroth MK-3,Effect Monster,4,Machine,WATER,1500,1300
5197,Superheavy Samurai Trumpeter,Tuner Monster,2,Machine,EARTH,300,600
5198,Gorgonic Gargoyle,Effect Monster,3,Rock,DARK,1000,800
5199,Doomsday Horror,Effect Monster,4,Fiend,DARK,0,0
5200,Zeta Reticulant,Effect Monster,7,Fairy,DARK,2400,2100
5201,Eva Token,Token,,Fiend,,,
5202,Magical Labyrinth,Spell Card,,Equip,,,
5203,The Six Samurai - Yaichi,Effect Monster,3,Warrior,WATER,1300,800
5204,Darktellarknight Batlamyus,XYZ Monster,4,Warrior,DARK,2600,550
5205,Alligator's Sword,Normal Monster,4,Beast,EARTH,1500,1200
5206,Aquamirror Illusion,Trap Card,,Normal,,,
5207,Performapal Whim Witch,Pendulum Effect Monster,3,Spellcaster,DARK,800,800
5208,Superalloy Beast Raptinus,Fusion Monster,8,Dragon,LIGHT,2200,2200
5209,Qliphort Disk,Pendulum Effect Monster,7,Machine,EARTH,2800,1000
5210,Z-Metal Tank,Union Effect Monster,4,Machine,LIGHT,1500,1300
5211,Hibikime,Normal Monster,4,Warrior,EARTH,1450,1000
5212,Eyearmor,Normal Monster,2,Warrior,EARTH,600,500
5213,Hieratic Seal of the Dragon King,Gemini Monster,6,Dragon,LIGHT,0,0
5214,Sasuke Samurai 4,Effect Monster,4,Warrior,WIND,1200,1200
5215,Scrap Orthros,Tuner Monster,4,Beast,EARTH,1700,1100
5216,Chimeratech Overdragon,Fusion Monster,9,Machine,DARK,0,0
5217,Swordsman of Revealing Light,Effect Monster,8,Warrior,LIGHT,0,2400
5218,Ojama Blue,Effect Monster,2,Beast,LIGHT,0,1000
5219,Relinquished,Ritual Effect Monster,1,Spellcaster,DARK,0,0
5220,Iron Call,Spell Card,,Normal,,,
5221,Localized Tornado,Trap Card,,Normal,,,
5222,Gandora the Dragon of Destruction,Effect Monster,8,Dragon,DARK,0,0
5223,Sword Breaker,XYZ Monster,6,Warrior,EARTH,2700,1000
5224,Trap Dustshoot,Trap Card,,Normal,,,
5225,Star Seraph Scale,Effect Monster,4,Fairy,LIGHT,1500,900
5226,Gem-Turtle,Flip Effect Monster,4,Rock,EARTH,0,2000
5227,The Agent of Creation - Venus,Effect Monster,3,Fairy,LIGHT,1600,0
5228,Penumbral Soldier Lady,Effect Monster,6,Warrior,DARK,2100,1400
5229,Fire Princess,Effect Monster,4,Pyro,FIRE,1300,1500
5230,Charming Resort Staff,Effect Monster,3,Fairy,LIGHT,300,200
5231,Paleozoic Marrella,Trap Card,,Normal,,,
5232,King's Knight,Effect Monster,4,Warrior,LIGHT,1600,1400
5233,Heart of Clear Water,Spell Card,,Equip,,,
5234,Evo-Branch,Trap Card,,Normal,,,
5235,Stardust Charge Warrior,Synchro Monster,6,Warrior,WIND,2000,1300
5236,Tardy Orc,Effect Monster,4,Fiend,DARK,2200,0
5237,T.G. Catapult Dragon,Effect Monster,2,Dragon,EARTH,900,1300
5238,T.G. Cyber Magician,Tuner Monster,1,Spellcaster,LIGHT,0,0
5239,Samurai of the Ice Barrier,Effect Monster,4,Warrior,WATER,1800,1500
5240,Against the Wind,Spell Card,,Normal,,,
5241,Dinomist Pteran,Pendulum Effect Monster,4,Machine,WATER,1800,1200
5242,Viper's Rebirth,Spell Card,,Normal,,,
5243,Apprentice Piper,Flip Effect Monster,2,Spellcaster,DARK,100,1500
5244,Magic Triangle of the Ice Barrier,Spell Card,,Normal,,,
5245,Yosenju Shinchu L,Pendulum Effect Monster,4,Rock,WIND,0,2100
5246,Koa'ki Meiru Maximus,Effect Monster,8,Dragon,WIND,3000,2500
5247,Performapal Odd-Eyes Metal Claw,Fusion Monster,8,Dragon,DARK,3000,3000
5248,Satellarknight Alsahm,Effect Monster,4,Warrior,LIGHT,1400,1800
5249,Anti-Aircraft Flower,Effect Monster,3,Plant,EARTH,0,1600
5250,Thorn of Malice,Spell Card,,Equip,,,
5251,R-Genex Crusher,Effect Monster,2,Machine,EARTH,800,800
5252,Armor Ninjitsu Art of Freezing,Trap Card,,Continuous,,,
5253,Neo Flamvell Garuda,Effect Monster,3,Pyro,FIRE,1200,1800
5254,Black Pendant,Spell Card,,Equip,,,
5255,A-to-Z-Dragon Buster Cannon,Fusion Monster,10,Machine,LIGHT,4000,4000
5256,Dark Armed Dragon,Effect Monster,7,Dragon,DARK,2800,1000
5257,Spiritual Beast Tamer Winda,Effect Monster,4,Psychic,WIND,1600,1800
5258,Performapal Stamp Turtle,Effect Monster,4,Aqua,WATER,100,1800
5259,Variety Comes Out,Spell Card,,Normal,,,
5260,Tellarknight Genesis,Spell Card,,Quick-Play,,,
5261,Big Shield Gardna,Effect Monster,4,Warrior,EARTH,100,2600
5262,Yosenju Kama 1,Effect Monster,4,Beast-Warrior,WIND,1600,500
5263,Element Magician,Effect Monster,4,Spellcaster,LIGHT,1500,1200
5264,Gusto Gulldo,Tuner Monster,3,Winged Beast,WIND,500,500
5265,Dark Voltanis,Effect Monster,8,Fairy,DARK,2800,1400
5266,Dark Driceratops,Effect Monster,6,Dinosaur,EARTH,2400,1500
5267,Alchemic Magician,XYZ Monster,4,Spellcaster,DARK,1500,1500
5268,"Yellow Baboon, Archer of the Forest",Effect Monster,7,Beast,EARTH,2600,1800
5269,Fluffal Owl,Effect Monster,2,Fairy,EARTH,1000,1000
5270,Skilled Red Magician,Effect Monster,4,Spellcaster,DARK,1600,1600
5271,Photon Thrasher,Effect Monster,4,Warrior,LIGHT,2100,0
5272,Alchemy Cycle,Trap Card,,Normal,,,
5273,Stand-Off,Spell Card,,Normal,,,
5274,Chakra,Ritual Monster,7,Fiend,DARK,2450,2000
5275,Huge Revolution,Trap Card,,Normal,,,
5276,The End of Anubis,Effect Monster,6,Fiend,DARK,2500,0
5277,Shutendoji,Effect Monster,4,Zombie,EARTH,1500,800
5278,Aquarium Set,Spell Card,,Continuous,,,
5279,Ritual Foregone,Spell Card,,Normal,,,
5280,Toon Mermaid,Toon Monster,4,Aqua,WATER,1400,1500
5281,"Dragodies, the Empowered Warrior",Pendulum Effect Monster,4,Warrior,LIGHT,1500,1500
5282,The Unfriendly Amazon,Effect Monster,4,Warrior,EARTH,2000,1000
5283,Codarus,Effect Monster,4,Sea Serpent,WATER,1400,1200
5284,Scrap Soldier,Tuner Monster,5,Warrior,EARTH,2100,700
5285,Qliphort Scout,Pendulum Normal Monster,5,Machine,EARTH,1000,2800
5286,"Denglong, First of the Yang Zing",Synchro Tuner Monster,5,Wyrm,LIGHT,0,2800
5287,Mist Condor,Effect Monster,4,Winged Beast,WIND,1400,400
5288,Red Archery Girl,Normal Monster,4,Aqua,WATER,1400,1500
5289,Chronomaly Winged Sphinx,Effect Monster,5,Rock,EARTH,1600,1900
5290,Wattcube,Spell Card,,Equip,,,
5291,Y-Dragon Head,Union Effect Monster,4,Machine,LIGHT,1500,1600
5292,Gruesome Goo,Normal Monster,3,Aqua,WATER,1300,700
5293,Vylon Polytope,Spell Card,,Quick-Play,,,
5294,Spirit of the Six Samurai,Union Effect Monster,3,Warrior,EARTH,500,500
5295,Debunk,Trap Card,,Counter,,,
5296,Dragard,Effect Monster,4,Dragon,DARK,1300,1900
5297,Call of the Earthbound,Trap Card,,Normal,,,
5298,"Gungnir, Dragon of the Ice Barrier",Synchro Monster,7,Dragon,WATER,2500,1700
5299,Ganbara Lancer,Effect Monster,5,Warrior,LIGHT,1000,2000
5300,Statue of the Wicked,Trap Card,,Normal,,,
5301,Wicked Token,Token,,Fiend,,,
5302,Dark Deal,Trap Card,,Normal,,,
5303,Coffin Seller,Trap Card,,Continuous,,,
5304,Inzektor Giga-Cricket,Effect Monster,5,Insect,DARK,2000,1300
5305,Heroic Challenger - Assault Halberd,Effect Monster,4,Warrior,EARTH,1800,200
5306,Igknight Burst,Trap Card,,Continuous,,,
5307,Nobleman-Eater Bug,Flip Effect Monster,5,Insect,EARTH,900,1200
5308,Evilswarm Thanatos,XYZ Monster,4,Fiend,DARK,2350,1350
5309,Metal Armored Bug,Normal Monster,8,Insect,EARTH,2800,1500
5310,Catalyst Field,Spell Card,,Field,,,
5311,Wheel of Prophecy,Effect Monster,8,Spellcaster,DARK,2700,1700
5312,Jurrac Velphito,Synchro Monster,5,Dinosaur,FIRE,0,0
5313,Subterror Behemoth Stygokraken,Flip Effect Monster,5,Sea Serpent,EARTH,1400,2600
5314,Gladiator Beast Torax,Effect Monster,3,Fish,WATER,1400,400
5315,Inzektor Firefly,Effect Monster,1,Insect,DARK,100,100
5316,Warrior of Zera,Normal Monster,4,Warrior,EARTH,1600,1600
5317,Brotherhood of the Fire Fist - Rhino,Effect Monster,4,Beast-Warrior,FIRE,1700,1400
5318,Transforming Sphere,Effect Monster,3,Winged Beast,WIND,100,100
5319,Transmigration Break,Trap Card,,Continuous,,,
5320,Fusion Reserve,Trap Card,,Normal,,,
5321,Red Rising Dragon,Synchro Monster,6,Dragon,DARK,2100,1600
5322,Genex Ally Axel,Synchro Monster,8,Machine,DARK,2600,2000
5323,Super Koi Koi,Spell Card,,Normal,,,
5324,Mecha Phantom Beast Hamstrat,Effect Monster,3,Machine,WIND,1100,1600
5325,Dark Horus,Effect Monster,8,Dragon,DARK,3000,1800
5326,Fiend Skull Dragon,Fusion Monster,5,Dragon,WIND,2000,1200
5327,Fortress Warrior,Effect Monster,2,Warrior,EARTH,600,1200
5328,Morphtronic Datatron,Effect Monster,3,Pyro,FIRE,1200,600
5329,Herald of Creation,Effect Monster,4,Spellcaster,LIGHT,1800,600
5330,The Fiend Megacyber,Effect Monster,6,Warrior,DARK,2200,1200
5331,Neo Flamvell Origin,Tuner Monster,2,Pyro,FIRE,500,200
5332,Doppelganger,Trap Card,,Continuous,,,
5333,Union Hangar,Spell Card,,Field,,,
5334,Gishki Chain,Effect Monster,4,Sea Serpent,WATER,1800,1000
5335,Fire King Avatar Yaksha,Effect Monster,4,Beast-Warrior,FIRE,1800,200
5336,Volcanic Counter,Effect Monster,3,Pyro,FIRE,300,1300
5337,Graydle Alligator,Effect Monster,3,Aqua,WATER,500,1500
5338,Fluffal Leo,Effect Monster,4,Fairy,EARTH,1600,1200
5339,Copy Plant,Tuner Monster,1,Plant,WIND,0,0
5340,Flame Tiger,Effect Monster,4,Beast,FIRE,1800,0
5341,"Bi'an, Earth of the Yang Zing",Effect Monster,3,Wyrm,EARTH,1600,0
5342,Tin Archduke,XYZ Monster,4,Machine,EARTH,2200,1200
5343,Serpent Night Dragon,Normal Monster,7,Dragon,DARK,2350,2400
5344,Prideful Roar,Trap Card,,Normal,,,
5345,Superdimensional Robot Galaxy Destroyer,XYZ Monster,10,Machine,LIGHT,5000,2000
5346,Labyrinth of Nightmare,Trap Card,,Continuous,,,
5347,Archfiend Heiress,Effect Monster,3,Fiend,DARK,1000,0
5348,The Black Stone of Legend,Effect Monster,1,Dragon,DARK,0,0
5349,Saggi the Dark Clown,Normal Monster,3,Spellcaster,DARK,600,1500
5350,Xyz Reversal,Trap Card,,Normal,,,
5351,Photon Generator Unit,Spell Card,,Quick-Play,,,
5352,Royal Knight of the Ice Barrier,Effect Monster,5,Warrior,WATER,2000,2000
5353,Ice Coffin Token,Token,,Aqua,,,
5354,Aquaactress Guppy,Effect Monster,2,Aqua,WATER,600,600
5355,Dragon Zombie,Normal Monster,3,Zombie,DARK,1600,0
5356,Mind on Air,Effect Monster,6,Spellcaster,DARK,1000,1600
5357,Vermillion Dragon Mech,Synchro Monster,9,Machine,FIRE,2700,1800
5358,Goblin Black Ops,Effect Monster,4,Beast-Warrior,DARK,1300,0
5359,Element Soldier,Effect Monster,4,Fiend,DARK,1500,1200
5360,Rain of Mercy,Spell Card,,Normal,,,
5361,Bujinfidel,Trap Card,,Normal,,,
5362,Gishki Zielgigas,Ritual Effect Monster,10,Aqua,WATER,3200,0
5363,Curse of Anubis,Trap Card,,Normal,,,
5364,Keeper of the Shrine,Effect Monster,4,Dragon,DARK,0,2100
5365,Brotherhood of the Fire Fist - Boar,Tuner Monster,4,Beast-Warrior,FIRE,1100,1400
5366,Fissure,Spell Card,,Normal,,,
5367,Hieratic Dragon of Sutekh,Effect Monster,8,Dragon,LIGHT,2800,2000
5368,Koa'ki Meiru Wall,Effect Monster,4,Rock,EARTH,1900,1200
5369,Moon Dragon Quilla,Synchro Monster,6,Dragon,DARK,2500,2000
5370,Pyramid of Wonders,Spell Card,,Continuous,,,
5371,Waterdragon Fairy,Normal Monster,3,Aqua,WATER,1100,700
5372,Fishborg Launcher,Tuner Monster,1,Fish,WATER,200,100
5373,Marshmallon Glasses,Spell Card,,Continuous,,,
5374,Gaia the Dragon Champion,Fusion Monster,7,Dragon,WIND,2600,2100
5375,The Law of the Normal,Spell Card,,Normal,,,
5376,Oni Tank T-34,Normal Monster,4,Machine,EARTH,1400,1700
5377,Crystron Rion,Tuner Monster,3,Machine,WATER,500,500
5378,Boss Rush,Spell Card,,Continuous,,,
5379,Infernity Launcher,Spell Card,,Continuous,,,
5380,Last Chapter of the Noble Knights,Spell Card,,Normal,,,
5381,Dreadscythe Harvester,Effect Monster,8,Insect,WIND,2300,1600
5382,The Earl of Demise,Normal Monster,5,Fiend,DARK,2000,700
5383,Raptor's Gust,Trap Card,,Counter,,,
5384,Majestic Red Dragon,Synchro Monster,10,Dragon,DARK,4000,3000
5385,Scrap Mind Reader,Tuner Monster,1,Machine,EARTH,0,0
5386,Gemini Trap Hole,Trap Card,,Normal,,,
5387,Dark Bat,Normal Monster,3,Winged Beast,WIND,1000,1000
5388,Kozmo Goodwitch,Effect Monster,4,Psychic,LIGHT,1800,1000
